title,id,stage,creation,creator,activity,actor,nosy,type,components,versions,dependencies,assignee,keywords,priority,status,resolution,nosy_count,message_count
Distutils manifest: recursive-(include|exclude) matches suffix instead of full filename,14106,4,2012-02-24.14:46:34,4348,2012-02-25.05:45:21,7641,"['4348', '4555', '7641', '12434']",5,"['3', '25']","['11', '14', '16', '17']",['6884'],7641,['2'],4,1,None,4.0,2.0
move_file()'s return value when dry_run=1 unclear,1112955,4,2005-01-31.05:18:41,4608,2012-02-25.06:51:00,7641,"['3250', '4555', '4608', '7641']",5,['3'],"['14', '16', '17']",[],7641,['2'],4,1,None,4.0,5.0
sys.executable generating canonical path,14088,None,2012-02-22.16:36:56,15503,2012-02-27.09:32:49,14287,"['2040', '2377', '7641', '14287', '15503']",5,['17'],[],[],None,['2'],4,1,None,5.0,10.0
print unicode string error in win8 cmd console,14170,None,2012-03-02.03:43:30,15577,2012-03-05.21:13:57,8,"['8', '2377', '3080', '3951', '10080', '15577']",5,['23'],['14'],[],None,[],4,1,None,6.0,6.0
"Option to kill ""stuck"" workers in a multiprocessing pool",14148,None,2012-02-28.11:42:59,301,2012-03-07.20:12:38,486,"['301', '486', '2040', '12146']",6,['9'],"['17', '18']",[],None,[],4,1,None,4.0,3.0
parsetok.c emits warnings by writing to stderr,1531415,2,2006-07-30.21:37:34,4653,2012-03-13.01:46:09,324,"['37', '57', '155', '324', '982', '4653', '7047', '7641', '12351']",6,['8'],['17'],[],None,[],4,1,None,9.0,12.0
Compiling evil ast crashes interpreter,11105,2,2011-02-03.05:02:39,4455,2012-03-16.03:24:55,14000,"['93', '252', '1427', '4455', '11255', '14000']",1,['17'],"['14', '16', '17']",[],None,[],5,1,None,6.0,9.0
Document how to forward POST data on redirects,14338,3,2012-03-16.20:25:01,15677,2012-03-19.15:31:33,15558,"['1741', '7641', '12260', '15558', '15677']",6,['4'],"['14', '16', '17']",[],12260,[],4,1,None,5.0,3.0
wait_variable hangs at exit,978604,2,2004-06-23.23:07:12,643,2012-03-21.17:09:44,10303,"['8', '155', '643', '3250', '4698', '10303']",5,['13'],"['14', '16', '17']",[],8,['2'],4,1,None,6.0,7.0
wm_attributes doesn't take keyword arguments,1500773,2,2006-06-05.06:35:26,1717,2012-03-21.19:45:52,10303,"['8', '1717', '2987', '4698', '10303']",6,['13'],['16'],[],8,['2'],4,1,None,5.0,4.0
"""setup.py register sdist upload"" requires pass to be saved",9995,4,2010-09-30.09:27:21,2984,2012-03-24.15:52:02,11184,"['8', '2984', '4555', '7641', '11184']",5,"['3', '25']","['11', '13', '14', '16', '17']",[],4555,['2'],4,1,None,5.0,12.0
msvc9compiler.py doesn't properly generate manifest files.,13486,None,2011-11-26.21:59:42,15191,2012-03-25.21:33:08,15714,"['10', '4555', '7641', '15191', '15714']",2,['3'],['16'],[],4555,['2'],4,1,None,5.0,3.0
make cProfile multi-stack aware,9609,4,2010-08-15.15:09:35,2217,2012-03-26.14:49:16,2217,"['93', '2217', '5251', '9265', '10303']",6,['5'],['16'],[],None,['2'],4,1,None,5.0,4.0
Providing more fine-grained control over assert statements,14445,None,2012-03-29.17:07:11,13096,2012-03-29.17:21:41,2040,"['2040', '13096']",6,[],['18'],[],None,[],4,1,None,2.0,2.0
2to3 creates illegal code on import a.b inside a package,12864,3,2011-08-30.21:59:21,14805,2012-03-30.02:00:41,11255,"['4455', '7641', '11255', '14805']",None,['20'],"['14', '16', '17']",[],None,[],4,1,None,4.0,3.0
How to link with an external libffi?,14527,None,2012-04-08.02:25:34,15785,2012-04-11.02:05:29,15785,"['13468', '15785']",6,['22'],['14'],[],None,[],4,1,None,2.0,5.0
os.path.abspath() should have an option to use PWD,14550,None,2012-04-11.17:17:50,15798,2012-04-11.17:39:24,2040,"['2040', '15798']",6,['9'],['17'],[],None,[],4,1,None,2.0,4.0
telnetlib Telnet.expect fails with timeout=0,14556,None,2012-04-12.01:20:16,15800,2012-04-12.18:55:29,15800,"['2665', '9663', '15800']",5,['9'],['14'],[],None,[],4,1,None,3.0,5.0
__class__ assignment: new-style? heap? == confusing,4600,None,2008-12-08.21:25:21,155,2012-04-17.17:12:08,11184,"['155', '4455', '5251', '7641', '9933', '10826', '11184']",5,['8'],['17'],[],None,['2'],4,1,None,7.0,4.0
Need fixer for dl (removed) -> ctypes module,2470,3,2008-03-24.06:24:34,35,2012-04-19.12:41:20,8,"['8', '35', '66', '94', '4455', '7260', '11184']",6,['20'],[],[],94,[],4,1,None,7.0,12.0
traceback module docs should show how to print/fomat an exception object,14655,3,2012-04-23.21:22:51,9663,2012-04-24.05:02:06,9138,"['1076', '9138', '9663']",6,[],"['14', '16', '17']",[],None,[],4,1,None,3.0,3.0
multiprocessing.Connection does not communicate pipe closure between parent and child,12488,3,2011-07-04.11:43:29,14532,2012-04-25.13:25:55,1703,"['1703', '2040', '12146', '12260', '14532']",5,['4'],"['1', '14', '16', '17']",[],12260,[],4,1,None,5.0,8.0
Security page out of date,14643,None,2012-04-22.09:28:11,2040,2012-04-29.13:05:44,7047,"['8', '19', '93', '2040', '2377', '4455', '7047']",None,['17'],[],[],None,[],4,1,None,7.0,3.0
distutils's build_wininst command fails to correctly interpret the data_files argument,14530,None,2012-04-08.17:58:19,15787,2012-05-02.06:32:46,8,"['8', '4555', '7641', '15787']",None,['3'],['14'],[],7641,[],4,1,None,4.0,2.0
distutils's build_msi command ignores the data_files argument,14529,None,2012-04-08.17:49:18,15787,2012-05-02.06:33:09,8,"['8', '4555', '7641', '15787']",None,['3'],['14'],[],7641,[],4,1,None,4.0,2.0
cgi handling of POSTed files is broken,8077,2,2010-03-06.01:43:39,9239,2012-05-03.08:43:50,1741,"['5', '93', '1595', '1741', '2377', '9239', '9663', '13521']",5,['9'],"['16', '17']",[],1741,['2'],4,1,None,8.0,5.0
Support new features of ZLIB 1.2.7,8536,None,2010-04-26.17:23:08,415,2012-05-03.21:33:58,9138,"['415', '3080', '4348', '9138', '12768', '15410', '15655']",6,[],['17'],[],None,[],4,1,None,7.0,12.0
Add PyArg_Parse format unit like O& but providing context,14739,3,2012-05-07.09:35:09,2731,2012-05-07.10:45:55,93,"['8', '93', '2731', '15623']",6,['8'],[],[],2731,[],4,1,None,4.0,2.0
_PyInstance_Lookup() defeats its purpose,9751,3,2010-09-03.09:30:10,43,2012-05-09.19:31:09,43,"['43', '93', '2040', '7047', '7641']",1,['8'],['14'],[],None,[],5,1,None,5.0,7.0
Pdb does not stop at a breakpoint,14751,None,2012-05-08.13:00:17,12652,2012-05-13.15:48:49,12652,['12652'],5,['9'],"['14', '16', '17']",[],None,['2'],4,1,None,1.0,2.0
External storage protocol for large email messages,1043706,4,2004-10-09.20:34:27,19,2012-05-16.01:35:42,9663,"['19', '3250', '7641', '9663']",6,"['9', '29']",['17'],[],None,['2'],4,1,None,4.0,5.0
API enhancement: poplib.MailReader(),740495,None,2003-05-20.14:35:26,1229,2012-05-16.01:36:15,9663,"['19', '114', '1229', '9663']",6,"['9', '29']",['17'],[],None,[],5,1,None,4.0,2.0
null source chars handled oddly by tokenize,1105770,3,2005-01-20.07:35:04,2087,2012-05-21.03:25:25,14212,"['93', '2087', '3250', '14212']",5,['8'],"['13', '14', '16']",[],None,[],4,1,None,4.0,3.0
imaplib erronously quotes atoms such as flags,14869,None,2012-05-21.09:56:51,16015,2012-05-21.11:32:18,9663,"['19', '9663', '14695', '16015']",5,['29'],['14'],[],None,[],4,1,None,4.0,2.0
wininst regression: errors when building on linux,8954,2,2010-06-09.14:20:42,2984,2012-05-22.02:04:26,14959,"['10', '93', '324', '2984', '4555', '7641', '10080', '12434', '14276', '14959']",5,"['3', '25']","['11', '14', '16', '17']",['10945'],7641,['2'],4,1,None,10.0,23.0
email MIME-Version headers for each part in multipart message,11021,3,2011-01-26.23:47:24,13633,2012-05-24.03:03:53,9663,"['19', '9663', '13633']",5,['29'],['17'],[],None,[],4,1,None,3.0,5.0
email.generator.Generator memory consumption,6942,None,2009-09-18.23:53:51,11217,2012-05-24.03:18:38,9663,"['19', '9663', '11217', '14587']",3,['29'],['17'],[],None,[],4,1,None,4.0,3.0
No option to run bdist_wininst against newer msvc versions on non-windows systems,14877,None,2012-05-22.01:36:23,14959,2012-05-24.05:52:14,14959,"['8', '4555', '7641', '14959']",None,['3'],['14'],[],7641,[],4,1,None,4.0,4.0
allow other rounding modes in round(),13060,None,2011-09-29.15:16:49,14935,2012-05-24.14:30:47,14935,"['1118', '2377', '9663', '11089', '14040', '14935']",6,['8'],['17'],[],None,[],4,1,None,6.0,14.0
"after continue, Pdb stops at a line without a breakpoint",14789,None,2012-05-12.13:54:11,12652,2012-05-25.11:54:29,12652,"['93', '12652']",5,['9'],"['14', '16', '17']",[],None,['2'],4,1,None,2.0,2.0
"setting a bp on current function, Pdb stops at next line although no bp",14792,None,2012-05-12.19:50:48,12652,2012-05-25.11:55:09,12652,"['93', '12652']",5,['9'],"['14', '16', '17']",[],None,['2'],4,1,None,2.0,2.0
Pdb incorrectly handles a method breakpoint when module not imported,14795,None,2012-05-13.15:25:56,12652,2012-05-25.11:55:57,12652,"['93', '12652']",5,['9'],"['14', '16', '17']",[],None,['2'],4,1,None,2.0,2.0
Pdb does not stop at a breakpoint set on the line of a function definition,14808,None,2012-05-14.15:36:58,12652,2012-05-25.11:56:43,12652,"['93', '12652']",5,['9'],"['14', '16', '17']",[],None,['2'],4,1,None,2.0,2.0
Inconsistent newline handling in email module,975330,3,2004-06-18.12:50:50,1046,2012-05-28.18:40:32,9663,"['19', '1046', '3250', '9663', '14479']",5,['29'],['17'],[],None,[],4,1,None,5.0,5.0
email.message.Message.set_payload and as_string given charset 'us-ascii' plus 8bit data produces invalid message,7304,2,2009-11-10.22:32:46,9663,2012-06-06.08:33:05,15683,"['19', '9663', '15683']",5,['29'],"['14', '16', '17']",[],None,[],4,1,None,3.0,2.0
pep-0370 on osx duplicates existing functionality,8084,None,2010-03-07.12:29:09,925,2012-06-07.13:27:00,11735,"['324', '925', '1118', '2377', '3108', '4455', '4555', '5248', '5876', '7641', '9663', '11184', '11735']",5,"['7', '9', '10']","['14', '16', '17']",[],None,[],4,1,None,13.0,19.0
Failure to build _dbm with ndbm on Arch Linux,14185,None,2012-03-03.19:00:55,13696,2012-06-07.16:40:45,16122,"['13696', '16122']",2,[],['17'],[],None,[],4,1,None,2.0,2.0
Update Defining New Types chapter according to PEP 253,15029,None,2012-06-07.17:25:09,16123,2012-06-07.17:27:11,16123,"['12260', '16123']",6,['4'],['16'],[],12260,[],4,1,None,2.0,2.0
Tkinter single-threaded deadlock,14390,4,2012-03-22.20:48:30,15696,2012-06-08.19:01:00,9663,"['5248', '5849', '9663', '10303', '15696']",5,['13'],"['14', '16', '17']",[],None,['2'],4,1,None,5.0,11.0
Add subprocess.iter_output() convenience function,13578,3,2011-12-11.05:05:54,1309,2012-06-12.12:00:10,1309,"['1309', '3080', '13468']",6,['9'],['18'],[],None,[],4,1,None,3.0,3.0
line buffering isn't always,15049,3,2012-06-12.01:15:24,9663,2012-06-13.12:56:28,2040,"['8', '2040', '9663']",5,['4'],"['16', '17']",[],9663,[],4,1,None,3.0,4.0
document immutable type subclassing via __new__,4442,3,2008-11-26.17:08:01,4165,2012-06-13.20:22:52,10148,"['93', '4165', '4455', '7641', '9663', '10148', '16123']",None,"['4', '9']","['14', '16', '17']",[],12260,[],4,1,None,7.0,10.0
Cygwin install (regen) problem,15047,4,2012-06-11.18:21:42,71,2012-06-15.00:08:21,9117,"['71', '9117']",5,['1'],['16'],[],None,['2'],4,1,None,2.0,3.0
Unittest CLI does not support test packages very well,15007,3,2012-06-05.21:20:28,9663,2012-06-15.08:06:10,7047,"['7047', '7641', '9663', '9716']",6,[],['17'],[],None,[],4,1,None,4.0,3.0
PY_CFLAGS and PY_CPPFLAGS inconsistent,11600,3,2011-03-18.18:47:17,2040,2012-06-15.08:15:19,15623,"['415', '925', '2040', '4455', '4555', '7641', '15623']",5,['3'],"['16', '17']",[],4555,[],3,1,None,7.0,3.0
Codecs Anomaly,12508,None,2011-07-06.22:45:47,14508,2012-06-15.08:57:38,15623,"['4', '2377', '7047', '14508']",5,['14'],"['14', '16', '17']",[],None,[],3,1,None,4.0,6.0
argparse: option for a positional argument,15062,None,2012-06-13.23:15:45,3437,2012-06-16.18:25:57,93,"['93', '2074', '3437', '7641', '9663']",6,['9'],[],[],None,[],4,1,None,5.0,6.0
Improving wording on the thread-safeness of import,15097,None,2012-06-17.14:23:55,13221,2012-06-17.15:38:47,13221,"['8', '12260', '13221']",6,['4'],[],[],12260,[],4,1,None,3.0,3.0
mail message parsing glitch,1590744,2,2006-11-05.09:21:04,2890,2012-06-18.08:03:55,14287,"['19', '2890', '9663', '14287']",5,['29'],['17'],['14731'],None,['2'],4,1,None,4.0,4.0
exec of function doesn't call __getitem__ or __missing__ on undefined global,15099,3,2012-06-18.10:59:58,9012,2012-06-18.18:42:27,1118,"['1076', '1118', '9012', '12260']",None,['4'],"['14', '16', '17']",[],12260,[],4,1,None,4.0,7.0
PEP 384 inconsistent with implementation,15140,3,2012-06-22.18:11:27,2040,2012-06-22.18:58:03,8,"['8', '2040', '12260']",5,['4'],[],[],12260,[],4,1,None,3.0,2.0
Change os.sendfile so its arguments are stable,15078,None,2012-06-15.10:53:38,2731,2012-06-23.23:08:19,2731,"['8', '2377', '2731', '3080', '12146', '15623']",5,[],['17'],[],2731,[],4,1,None,6.0,11.0
"Re-title the ""Using Backslash to Continue Statements"" anti-idiom",7391,None,2009-11-24.14:19:22,4406,2012-06-24.11:21:09,3095,"['18', '93', '114', '155', '1741', '2040', '3095', '4406', '7047', '7641', '9663', '13397', '13902']",None,['4'],"['16', '17']",[],None,[],5,1,None,13.0,12.0
Add etag support to urllib.request.urlopen,15090,3,2012-06-17.07:02:36,114,2012-06-24.19:31:52,7641,"['114', '415', '1741', '2040', '7641', '15623']",6,['9'],['18'],[],None,[],4,1,None,6.0,2.0
Mailbox module should support other mbox formats in addition to mboxo,13698,3,2012-01-02.21:46:27,9072,2012-06-25.18:59:03,14287,"['19', '9072', '9663', '14287']",6,"['9', '29']",['18'],[],None,[],4,1,None,4.0,8.0
Naming conventions and guidelines for packages and namespace packages,14899,None,2012-05-24.12:42:06,15970,2012-06-27.08:29:55,15970,"['7641', '12260', '12434', '15970']",6,['4'],[],[],12260,['2'],4,1,None,4.0,6.0
Reference cycle when importing ctypes,12142,None,2011-05-21.22:39:48,14309,2012-06-28.14:53:45,11255,"['155', '1076', '11255', '13902', '14309', '14475']",3,['22'],['17'],[],None,['2'],4,1,None,6.0,9.0
Do not rely on AC_RUN_IFELSE tests in the configury,14324,None,2012-03-15.17:23:09,169,2012-06-30.14:54:48,13902,"['169', '9138', '13902']",None,['28'],['17'],[],169,['2'],4,1,None,3.0,8.0
distutils Extension fails to be created with unicode package names,14978,2,2012-06-01.10:09:44,16095,2012-07-03.04:27:56,15437,"['4555', '7641', '15437', '16095']",6,['3'],['14'],[],7641,['2'],4,1,None,4.0,3.0
mbox parser incorrect behaviour,11728,None,2011-03-31.12:04:25,14038,2012-07-04.04:24:49,14287,"['19', '9663', '13642', '14038', '14287']",5,"['9', '29']","['14', '16', '17', '18']",[],None,[],4,1,None,5.0,8.0
distutils dereferences symlinks on Mac OS X but not on Linux,15205,None,2012-06-27.12:53:40,16203,2012-07-04.11:07:24,16203,"['2799', '4555', '7641', '9138', '16203']",5,['3'],['14'],[],7641,[],4,1,None,5.0,5.0
Guard against invalid file handles in os functions,15263,3,2012-07-06.14:16:36,2731,2012-07-06.15:54:48,13976,"['1076', '2040', '2731', '13976']",5,['9'],['17'],[],None,[],4,1,None,4.0,6.0
new.code and new.function crashes Python iterpretter,15251,None,2012-07-04.17:29:13,16230,2012-07-07.02:29:12,155,"['8', '155', '12260', '16230']",1,['4'],['14'],[],12260,[],4,1,None,4.0,5.0
invalid docs for subprocess exceptions with shell=True,14879,None,2012-05-22.06:09:53,2984,2012-07-07.10:42:18,1309,"['1309', '2984', '7641', '9663', '10148', '12260']",None,"['4', '9']","['14', '16', '17']",[],12260,[],4,1,None,6.0,6.0
"setup.py only adds /prefix/lib, not /prefix/lib64",14791,4,2012-05-12.16:40:42,2040,2012-07-08.04:44:29,5248,"['169', '415', '2040', '5248', '9138', '11193']",5,['1'],"['16', '17']",[],None,['2'],5,1,None,6.0,4.0
os.utime() mishandles some arguments,15382,None,2012-07-17.21:02:38,9138,2012-07-17.23:19:44,7276,"['2377', '2731', '7276', '9138']",5,['9'],['17'],[],None,['2'],4,1,None,4.0,4.0
Use getaddrinfo() in urllib2.py for IPv6 support,1675455,None,2007-03-07.05:19:06,3776,2012-07-20.14:31:47,14620,"['204', '337', '1741', '3776', '4435', '5248', '14620']",6,['9'],['16'],[],1741,['2'],4,1,None,7.0,12.0
"Suggestion to improve argparse's help messages for ""store_const""",14504,None,2012-04-05.08:34:11,15773,2012-07-21.20:38:59,2074,"['2074', '15773']",6,['9'],['17'],[],None,[],4,1,None,2.0,2.0
"file.{read,readlines} behaviour on Solaris",8893,4,2010-06-03.23:50:43,7281,2012-07-21.20:50:49,2040,"['6', '2040', '4455', '7281', '7641', '16276']",5,['23'],['14'],[],None,"['2', '8']",4,1,None,6.0,10.0
Output .pyd name in error message of ImportError when DLL load fails,10854,6,2011-01-07.15:48:43,2984,2012-07-22.22:53:15,2217,"['8', '93', '1076', '1309', '2217', '2984', '10080', '10837', '13902', '14000', '15108']",6,['5'],['17'],['1559549'],10080,['2'],4,1,3,11.0,23.0
os.fork/os.popen behaviour change between 2.7 and 3.2,15408,None,2012-07-20.15:56:00,22,2012-07-23.18:20:40,13976,"['22', '13976']",None,[],['17'],[],None,[],4,1,None,2.0,6.0
getpass.getpass doesn't close tty file,11466,None,2011-03-11.11:54:51,13642,2012-07-24.14:26:36,16265,"['252', '1741', '7641', '16265']",5,['9'],['17'],[],1741,['2'],4,1,None,4.0,15.0
Add option to not install into /Applications,11486,4,2011-03-13.21:32:20,925,2012-07-31.18:43:00,5248,"['925', '5248']",5,"['1', '10']",['18'],[],925,"['2', '8']",4,1,None,2.0,3.0
ctype with packed bitfields does not match native compiler,15453,None,2012-07-26.07:24:57,16321,2012-08-01.03:09:32,16321,"['155', '1118', '11255', '16321']",None,['22'],['14'],[],None,[],4,1,None,4.0,4.0
Allow MAX_STRING_LENGTH limits to be changed at runtime,15479,None,2012-07-28.16:13:52,12075,2012-08-01.18:03:34,2377,"['2040', '2377', '12075']",6,[],['18'],[],None,[],4,1,None,3.0,4.0
"bdist_wininst installers may terminate with ""close failed in file object destructor:\nsys.excepthook is missing\nlost sys.stderr""",15321,None,2012-07-11.00:08:28,10,2012-08-01.23:57:42,13902,"['8', '10', '4555', '7641', '13902']",5,['3'],"['14', '16', '17', '18']",[],7641,[],4,1,None,5.0,4.0
Enhancements to gdb 7 debugging hooks,12605,6,2011-07-21.21:02:13,11193,2012-08-03.23:38:38,2040,"['8', '19', '93', '252', '2040', '2377', '4455', '11193', '13902']",None,['2'],['17'],[],11193,"['2', '8']",4,1,None,9.0,10.0
doctest.DocTestCase fails when run repeatedly,2604,None,2008-04-10.03:40:45,6652,2012-08-08.16:39:48,697,"['636', '697', '1076', '6652']",5,['9'],"['13', '14', '16']",[],None,['2'],4,1,None,4.0,8.0
Default newlines of io.TextIOWrapper,15555,None,2012-08-04.15:59:58,940,2012-08-13.12:19:13,12075,"['940', '2040', '9663', '10303', '12075', '12260']",None,['4'],[],[],12260,[],4,1,None,6.0,6.0
PEP 384 Refactoring applied to _csv module,14935,4,2012-05-28.16:22:51,15796,2012-08-14.09:08:16,15796,"['8', '15796']",6,['5'],['18'],[],None,['2'],4,1,None,2.0,4.0
Support OpenCSW in setup.py,15643,None,2012-08-13.22:15:35,3940,2012-08-17.18:08:54,7641,"['8', '3940', '7641']",5,['1'],"['17', '18']",[],None,['2'],4,1,None,3.0,3.0
Bug in InteractiveConsole,8943,3,2010-06-08.16:24:21,3182,2012-08-20.08:13:41,16423,"['149', '1309', '1741', '3182', '3805', '13343', '16423']",5,['9'],"['13', '16']",[],None,['2'],4,1,None,7.0,7.0
PEP 3121 --- PyType_Copy is missing,3760,None,2008-09-02.19:22:23,4263,2012-08-27.03:25:24,1427,"['8', '1427', '2040', '4263', '4455']",5,['8'],['12'],[],8,[],4,1,None,5.0,2.0
Mention sys.displayhook in code module docs and the compile builtin docs,12403,3,2011-06-24.23:55:44,1083,2012-08-27.13:08:47,14653,"['1083', '9663', '12244', '12260', '14653']",5,['4'],"['13', '14', '17']",[],12260,['2'],4,1,None,5.0,5.0
"Add StopParser(), ResumeParser, and GetParsingStatus to expat",15775,None,2012-08-24.08:18:17,16448,2012-09-06.11:26:29,8,"['8', '1076', '12260', '16448']",6,"['4', '16']",['18'],[],12260,[],4,1,None,4.0,9.0
